ID,Subsystem,Path,Owner,Role,Phase,Status,DeclaredLang,ImplLang,Build,KyraWave,TargetDir,_source,Title,Area,Priority,Language,FileType,Tags,Description,PlanToConvertToKyra,OrderHint,id,title,language,path
S772,P8 — Installer/Aura,services/onboarding-orchestrator/src/main.rs,P8 Team,Onboarding orchestrator,P8,,Rust,rust,cargo+rust-2021,Wave 2 (Services/Agents),services/onboarding-orchestrator/src,coding_plan_v1.csv,,,,,,,,,,,,,
S773,P9 — Policy/Immuno/Vitals,crates/immuno_policy/src/lib.rs,P9 Team,Policy engine,P9,,Rust,rust,cargo+rust-2021,Wave 3 (UI & Docs),crates/immuno_policy/src,coding_plan_v1.csv,,,,,,,,,,,,,
S774,P9 — Policy/Immuno/Vitals,crates/consent_ring/src/lib.rs,P9 Team,Consent ring reader,P9,,Rust,rust,cargo+rust-2021,Wave 3 (UI & Docs),crates/consent_ring/src,coding_plan_v1.csv,,,,,,,,,,,,,
S775,P9 — Policy/Immuno/Vitals,crates/vitals/src/lib.rs,P9 Team,Vitals sampler,P9,,Rust,rust,cargo+rust-2021,Wave 3 (UI & Docs),crates/vitals/src,coding_plan_v1.csv,,,,,,,,,,,,,
S776,P9 — Policy/Immuno/Vitals,crates/ebpf_host/src/lib.rs,P9 Team,eBPF host,P9,,Rust,rust,cargo+rust-2021,Wave 3 (UI & Docs),crates/ebpf_host/src,coding_plan_v1.csv,,,,,,,,,,,,,
S777,P9 — Policy/Immuno/Vitals,crates/audit_ledger/src/lib.rs,P9 Team,Audit ledger,P9,,Rust,rust,cargo+rust-2021,Wave 3 (UI & Docs),crates/audit_ledger/src,coding_plan_v1.csv,,,,,,,,,,,,,
S778,P9 — Policy/Immuno/Vitals,services/policy_hub/src/main.rs,P9 Team,Policy hub service,P9,,Rust,rust,cargo+rust-2021,Wave 2 (Services/Agents),services/policy_hub/src,coding_plan_v1.csv,,,,,,,,,,,,,
S779,P9 — Policy/Immuno/Vitals,tools/consentctl/src/main.rs,P9 Team,Consent CLI,P9,,Rust,rust,cargo+rust-2021,Wave 3 (UI & Docs),tools/consentctl/src,coding_plan_v1.csv,,,,,,,,,,,,,
S780,P10 — FirstBoot,crates/theme_applier/src/lib.rs,P10 Team,Theme applier,P10,,Rust,rust,cargo+rust-2021,Wave 3 (UI & Docs),crates/theme_applier/src,coding_plan_v1.csv,,,,,,,,,,,,,
S781,P10 — FirstBoot,services/first_boot_glue/src/main.rs,P10 Team,First Boot Glue,P10,,Rust,rust,cargo+rust-2021,Wave 2 (Services/Agents),services/first_boot_glue/src,coding_plan_v1.csv,,,,,,,,,,,,,
S782,P10 — FirstBoot,tools/firstbootctl/src/main.rs,P10 Team,firstbootctl CLI,P10,,Rust,rust,cargo+rust-2021,Wave 3 (UI & Docs),tools/firstbootctl/src,coding_plan_v1.csv,,,,,,,,,,,,,
S783,P10 — FirstBoot,systemd-user/ophi-policy-hub.service,P10 Team,systemd user unit,P10,,unit,python,python+pytest,Wave 3 (UI & Docs),systemd-user/ophi-policy-hub.service,coding_plan_v1.csv,,,,,,,,,,,,,
S784,P10 — FirstBoot,systemd-user/ophi-ophix-runtime.service,P10 Team,systemd user unit,P10,,unit,rust,cargo+rust-2021,Wave 0 (Toolchain),systemd-user/ophi-ophix-runtime.service,coding_plan_v1.csv,,,,,,,,,,,,,
S785,P10 — FirstBoot,systemd-user/ophi-aura-voice.service,P10 Team,systemd user unit,P10,,unit,python,python+pytest,Wave 3 (UI & Docs),systemd-user/ophi-aura-voice.service,coding_plan_v1.csv,,,,,,,,,,,,,
S786,P11 — Tuning,services/ophi-configd/src/main.rs,Core,Config daemon,P11,,Rust,rust,cargo+rust-2021,Wave 2 (Services/Agents),services/ophi-configd/src,coding_plan_v1.csv,,,,,,,,,,,,,
S787,P11 — Tuning,tools/ophictl/src/main.rs,Core,Tuning CLI,P11,,Rust,rust,cargo+rust-2021,Wave 2 (Services/Agents),tools/ophictl/src,coding_plan_v1.csv,,,,,,,,,,,,,
S788,P11 — Tuning,schemas/runtime.json,Core,Schema,P11,,JSON,rust,cargo+rust-2021,Wave 0 (Toolchain),schemas,coding_plan_v1.csv,,,,,,,,,,,,,
S789,P11 — Tuning,schemas/kv_cache.json,Core,Schema,P11,,JSON,python,python+pytest,Wave 2 (Services/Agents),schemas,coding_plan_v1.csv,,,,,,,,,,,,,
S790,P11 — Tuning,schemas/scheduler.json,Core,Schema,P11,,JSON,python,python+pytest,Wave 2 (Services/Agents),schemas,coding_plan_v1.csv,,,,,,,,,,,,,
S791,P11 — Tuning,schemas/energy.json,Core,Schema,P11,,JSON,python,python+pytest,Wave 2 (Services/Agents),schemas,coding_plan_v1.csv,,,,,,,,,,,,,
S792,P11 — Tuning,schemas/rag.json,Core,Schema,P11,,JSON,python,python+pytest,Wave 2 (Services/Agents),schemas,coding_plan_v1.csv,,,,,,,,,,,,,
S793,P11 — Tuning,schemas/privacy.json,Core,Schema,P11,,JSON,python,python+pytest,Wave 2 (Services/Agents),schemas,coding_plan_v1.csv,,,,,,,,,,,,,
S794,P11 — Tuning,schemas/logging.json,Core,Schema,P11,,JSON,python,python+pytest,Wave 2 (Services/Agents),schemas,coding_plan_v1.csv,,,,,,,,,,,,,
S795,P11 — Tuning,schemas/browser.json,Core,Schema,P11,,JSON,python,python+pytest,Wave 2 (Services/Agents),schemas,coding_plan_v1.csv,,,,,,,,,,,,,
S796,P11 — Tuning,schemas/tts.json,Core,Schema,P11,,JSON,python,python+pytest,Wave 2 (Services/Agents),schemas,coding_plan_v1.csv,,,,,,,,,,,,,
S797,P11 — Tuning,config/runtime.toml,Core,Default config,P11,,TOML,rust,cargo+rust-2021,Wave 0 (Toolchain),config,coding_plan_v1.csv,,,,,,,,,,,,,
S798,P11 — Tuning,config/kv_cache.toml,Core,Default config,P11,,TOML,python,python+pytest,Wave 2 (Services/Agents),config,coding_plan_v1.csv,,,,,,,,,,,,,
S799,P11 — Tuning,config/scheduler.toml,Core,Default config,P11,,TOML,python,python+pytest,Wave 2 (Services/Agents),config,coding_plan_v1.csv,,,,,,,,,,,,,
S800,P11 — Tuning,config/energy.toml,Core,Default config,P11,,TOML,python,python+pytest,Wave 2 (Services/Agents),config,coding_plan_v1.csv,,,,,,,,,,,,,
S801,P11 — Tuning,config/rag.toml,Core,Default config,P11,,TOML,python,python+pytest,Wave 2 (Services/Agents),config,coding_plan_v1.csv,,,,,,,,,,,,,
S802,P11 — Tuning,config/privacy.toml,Core,Default config,P11,,TOML,python,python+pytest,Wave 2 (Services/Agents),config,coding_plan_v1.csv,,,,,,,,,,,,,
S803,P11 — Tuning,config/logging.toml,Core,Default config,P11,,TOML,python,python+pytest,Wave 2 (Services/Agents),config,coding_plan_v1.csv,,,,,,,,,,,,,
S804,P11 — Tuning,config/browser.toml,Core,Default config,P11,,TOML,python,python+pytest,Wave 2 (Services/Agents),config,coding_plan_v1.csv,,,,,,,,,,,,,
S805,P11 — Tuning,config/tts.toml,Core,Default config,P11,,TOML,python,python+pytest,Wave 2 (Services/Agents),config,coding_plan_v1.csv,,,,,,,,,,,,,
S806,P11 — Tuning,apps/policy-dash_tuning/Tuning.tsx,Core,UI tuning page,P11,,TSX,typescript,typescript+vitest,Wave 3 (UI & Docs),apps/policy-dash_tuning,coding_plan_v1.csv,,,,,,,,,,,,,
S807,P11 — Wire-up,crates/ophi_config_client/src/lib.rs,Core,Config client,P11,,Rust,rust,cargo+rust-2021,Wave 2 (Services/Agents),crates/ophi_config_client/src,coding_plan_v1.csv,,,,,,,,,,,,,
S808,P11 — Wire-up,patches/kv_cache_mgr/src/lib.rs,Core,KV mgr patch,P11,,Rust,rust,cargo+rust-2021,Wave 2 (Services/Agents),patches/kv_cache_mgr/src,coding_plan_v1.csv,,,,,,,,,,,,,
S809,P11 — Wire-up,patches/ophix_runtime/src/main.rs,Core,Runtime patch,P11,,Rust,rust,cargo+rust-2021,Wave 0 (Toolchain),patches/ophix_runtime/src,coding_plan_v1.csv,,,,,,,,,,,,,
S810,P11 — Wire-up,patches/policy_hub/src/main.rs,Core,Policy hub patch,P11,,Rust,rust,cargo+rust-2021,Wave 2 (Services/Agents),patches/policy_hub/src,coding_plan_v1.csv,,,,,,,,,,,,,
S811,P12 — UI Completer,packages/ui-kit/src/primitives/Button.tsx,UX,UI kit,P12,,TSX,typescript,typescript+vitest,Wave 3 (UI & Docs),packages/ui-kit/src/primitives,coding_plan_v1.csv,,,,,,,,,,,,,
S812,P12 — UI Completer,packages/ui-kit/src/primitives/Panel.tsx,UX,UI kit,P12,,TSX,typescript,typescript+vitest,Wave 3 (UI & Docs),packages/ui-kit/src/primitives,coding_plan_v1.csv,,,,,,,,,,,,,
S813,P12 — UI Completer,packages/ui-kit/src/layout/Dock.tsx,UX,UI kit,P12,,TSX,typescript,typescript+vitest,Wave 3 (UI & Docs),packages/ui-kit/src/layout,coding_plan_v1.csv,,,,,,,,,,,,,
S814,P12 — UI Completer,packages/ui-kit/src/overlays/CommandPalette.tsx,UX,UI kit,P12,,TSX,typescript,typescript+vitest,Wave 3 (UI & Docs),packages/ui-kit/src/overlays,coding_plan_v1.csv,,,,,,,,,,,,,
S815,P12 — UI Completer,packages/ui-kit/src/overlays/Toasts.tsx,UX,UI kit,P12,,TSX,typescript,typescript+vitest,Wave 3 (UI & Docs),packages/ui-kit/src/overlays,coding_plan_v1.csv,,,,,,,,,,,,,
S816,P12 — UI Completer,packages/ui-kit/src/overlays/AiOverlay.tsx,UX,UI kit,P12,,TSX,typescript,typescript+vitest,Wave 3 (UI & Docs),packages/ui-kit/src/overlays,coding_plan_v1.csv,,,,,,,,,,,,,
S817,P12 — UI Completer,packages/shortcut-map/src/index.ts,UX,Shortcuts,P12,,TS,typescript,typescript+vitest,Wave 3 (UI & Docs),packages/shortcut-map/src,coding_plan_v1.csv,,,,,,,,,,,,,
S818,P12 — UI Completer,packages/command-registry/src/index.ts,UX,Commands,P12,,TS,typescript,typescript+vitest,Wave 3 (UI & Docs),packages/command-registry/src,coding_plan_v1.csv,,,,,,,,,,,,,
S819,P12 — UI Completer,apps/aura-shell/src/main.tsx,UX,OS shell UI,P12,,TSX,typescript,typescript+vitest,Wave 3 (UI & Docs),apps/aura-shell/src,coding_plan_v1.csv,,,,,,,,,,,,,
S820,P12 — UI Completer,apps/webhelm-ui/src/main.tsx,UX,Browser UI,P12,,TSX,typescript,typescript+vitest,Wave 3 (UI & Docs),apps/webhelm-ui/src,coding_plan_v1.csv,,,,,,,,,,,,,
S821,P13 — Updater/Recovery,crates/sigcheck/src/lib.rs,Release,Signature verify,P13,,Rust,rust,cargo+rust-2021,Wave 2 (Services/Agents),crates/sigcheck/src,coding_plan_v1.csv,,,,,,,,,,,,,
S822,P13 — Updater/Recovery,crates/sbomgen/src/lib.rs,Release,SBOM stub,P13,,Rust,rust,cargo+rust-2021,Wave 2 (Services/Agents),crates/sbomgen/src,coding_plan_v1.csv,,,,,,,,,,,,,
S823,P13 — Updater/Recovery,services/ophi-updaterd/src/main.rs,Release,Updater daemon,P13,,Rust,rust,cargo+rust-2021,Wave 2 (Services/Agents),services/ophi-updaterd/src,coding_plan_v1.csv,,,,,,,,,,,,,
S824,P13 — Updater/Recovery,apps/recovery-ui/src/main.tsx,Release,Recovery UI,P13,,Rust,rust,cargo+rust-2021,Wave 3 (UI & Docs),apps/recovery-ui/src,coding_plan_v1.csv,,,,,,,,,,,,,
S825,P13 — Updater/Recovery,tools/ophipack/src/main.rs,Release,Pack builder,P13,,Rust,rust,cargo+rust-2021,Wave 3 (UI & Docs),tools/ophipack/src,coding_plan_v1.csv,,,,,,,,,,,,,
S826,P13 — Updater/Recovery,tools/ophirecov/src/main.rs,Release,USB maker stub,P13,,Rust,rust,cargo+rust-2021,Wave 2 (Services/Agents),tools/ophirecov/src,coding_plan_v1.csv,,,,,,,,,,,,,
S827,P13.1 — Signed/A/B,crates/ophisign/src/lib.rs,Release,Signer,P13.1,,Rust,rust,cargo+rust-2021,Wave 2 (Services/Agents),crates/ophisign/src,coding_plan_v1.csv,,,,,,,,,,,,,
S828,P13.1 — Signed/A/B,crates/sigcheck/src/lib.rs,Release,Verifier,P13.1,,Rust,rust,cargo+rust-2021,Wave 2 (Services/Agents),crates/sigcheck/src,coding_plan_v1.csv,,,,,,,,,,,,,
S829,P13.1 — Signed/A/B,crates/sbomgen/src/lib.rs,Release,SBOM,P13.1,,Rust,rust,cargo+rust-2021,Wave 2 (Services/Agents),crates/sbomgen/src,coding_plan_v1.csv,,,,,,,,,,,,,
S830,P13.1 — Signed/A/B,tools/ophipack/src/main.rs,Release,Pack builder,P13.1,,Rust,rust,cargo+rust-2021,Wave 3 (UI & Docs),tools/ophipack/src,coding_plan_v1.csv,,,,,,,,,,,,,
S831,P13.1 — Signed/A/B,services/ophi-updaterd/src/main.rs,Release,Updater daemon,P13.1,,Rust,rust,cargo+rust-2021,Wave 2 (Services/Agents),services/ophi-updaterd/src,coding_plan_v1.csv,,,,,,,,,,,,,
S832,P13.1 — Signed/A/B,tools/ophi-bootmark/src/main.rs,Release,Boot mark,P13.1,,Rust,rust,cargo+rust-2021,Wave 2 (Services/Agents),tools/ophi-bootmark/src,coding_plan_v1.csv,,,,,,,,,,,,,
S833,P13.1 — Signed/A/B,systemd-user/ophi-updaterd.service,Release,Unit,P13.1,,Rust,rust,cargo+rust-2021,Wave 2 (Services/Agents),systemd-user/ophi-updaterd.service,coding_plan_v1.csv,,,,,,,,,,,,,
S834,P13.1 — Signed/A/B,systemd-user/ophi-bootmark.service,Release,Unit,P13.1,,Rust,rust,cargo+rust-2021,Wave 2 (Services/Agents),systemd-user/ophi-bootmark.service,coding_plan_v1.csv,,,,,,,,,,,,,
S835,P13.2 — CI/Watchdog,.github/workflows/release-pack.yml,Release,CI Workflow,P13.2,,YAML,python,python+pytest,Wave 2 (Services/Agents),github/workflows,coding_plan_v1.csv,,,,,,,,,,,,,
S836,P13.2 — CI/Watchdog,ci/release_pack.sh,Release,CI Helper,P13.2,,Bash,python,python+pytest,Wave 2 (Services/Agents),ci,coding_plan_v1.csv,,,,,,,,,,,,,
S837,P13.2 — CI/Watchdog,tools/ophi-healthwait/src/main.rs,Release,Watchdog Tool,P13.2,,Rust,rust,cargo+rust-2021,Wave 2 (Services/Agents),tools/ophi-healthwait/src,coding_plan_v1.csv,,,,,,,,,,,,,
S838,P13.2 — CI/Watchdog,systemd-user/ophi-healthwatch.service,Release,Unit,P13.2,,INI,python,python+pytest,Wave 2 (Services/Agents),systemd-user/ophi-healthwatch.service,coding_plan_v1.csv,,,,,,,,,,,,,
S839,P14 — Immutable/Overlay,crates/overlayctl/src/lib.rs,Platform,Overlay lib,P14,,Rust,rust,cargo+rust-2021,Wave 2 (Services/Agents),crates/overlayctl/src,coding_plan_v1.csv,,,,,,,,,,,,,
S840,P14 — Immutable/Overlay,services/ophi-overlayd/src/main.rs,Platform,Overlay daemon,P14,,Rust,rust,cargo+rust-2021,Wave 2 (Services/Agents),services/ophi-overlayd/src,coding_plan_v1.csv,,,,,,,,,,,,,
S841,P14 — Immutable/Overlay,tools/ophi-layerctl/src/main.rs,Platform,Snapshots,P14,,Rust,rust,cargo+rust-2021,Wave 2 (Services/Agents),tools/ophi-layerctl/src,coding_plan_v1.csv,,,,,,,,,,,,,
S842,P14 — Immutable/Overlay,tools/sandbox-run/src/main.rs,Platform,Sandbox wrapper,P14,,Rust,rust,cargo+rust-2021,Wave 2 (Services/Agents),tools/sandbox-run/src,coding_plan_v1.csv,,,,,,,,,,,,,
S843,P14 — Immutable/Overlay,config/overlay.toml,Platform,Config,P14,,TOML,python,python+pytest,Wave 2 (Services/Agents),config,coding_plan_v1.csv,,,,,,,,,,,,,
S844,P14 — Immutable/Overlay,schemas/app_manifest.schema.json,Platform,Schema,P14,,JSON,python,python+pytest,Wave 2 (Services/Agents),schemas,coding_plan_v1.csv,,,,,,,,,,,,,
S845,P14 — Immutable/Overlay,manifests/webhelm.json,Platform,Manifest,P14,,JSON,python,python+pytest,Wave 2 (Services/Agents),manifests,coding_plan_v1.csv,,,,,,,,,,,,,
S846,P14 — Immutable/Overlay,manifests/aura-shell.json,Platform,Manifest,P14,,JSON,python,python+pytest,Wave 2 (Services/Agents),manifests,coding_plan_v1.csv,,,,,,,,,,,,,
S847,P14 — Immutable/Overlay,systemd-user/ophi-overlayd.service,Platform,Unit,P14,,INI,python,python+pytest,Wave 2 (Services/Agents),systemd-user/ophi-overlayd.service,coding_plan_v1.csv,,,,,,,,,,,,,
S848,P15 — Permissions/Quotas,crates/cgctl/src/lib.rs,Platform,Cgroup lib,P15,,Rust,rust,cargo+rust-2021,Wave 2 (Services/Agents),crates/cgctl/src,coding_plan_v1.csv,,,,,,,,,,,,,
S849,P15 — Permissions/Quotas,services/ophi-policyhub/src/main.rs,Platform,PolicyHub,P15,,Rust,rust,cargo+rust-2021,Wave 2 (Services/Agents),services/ophi-policyhub/src,coding_plan_v1.csv,,,,,,,,,,,,,
S850,P15 — Permissions/Quotas,services/ophiqosd/src/main.rs,Platform,QoS daemon,P15,,Rust,rust,cargo+rust-2021,Wave 2 (Services/Agents),services/ophiqosd/src,coding_plan_v1.csv,,,,,,,,,,,,,
S851,P15 — Permissions/Quotas,schemas/app_policy.schema.json,Platform,Schema,P15,,Rust,rust,cargo+rust-2021,Wave 2 (Services/Agents),schemas,coding_plan_v1.csv,,,,,,,,,,,,,
S852,P15 — Permissions/Quotas,tools/policy-apply/src/main.rs,Platform,Policy CLI,P15,,Rust,rust,cargo+rust-2021,Wave 2 (Services/Agents),tools/policy-apply/src,coding_plan_v1.csv,,,,,,,,,,,,,
S853,P15 — Permissions/Quotas,tools/run-app/src/main.rs,Platform,Runner,P15,,Rust,rust,cargo+rust-2021,Wave 2 (Services/Agents),tools/run-app/src,coding_plan_v1.csv,,,,,,,,,,,,,
S854,P15 — Permissions/Quotas,policies/webhelm.policy.json,Platform,Example,P15,,Rust,rust,cargo+rust-2021,Wave 2 (Services/Agents),policies,coding_plan_v1.csv,,,,,,,,,,,,,
S855,P15 — Permissions/Quotas,policies/aura-shell.policy.json,Platform,Example,P15,,Rust,rust,cargo+rust-2021,Wave 2 (Services/Agents),policies,coding_plan_v1.csv,,,,,,,,,,,,,
S856,P15 — Permissions/Quotas,systemd-user/ophi-policyhub.service,Platform,Unit,P15,,Rust,rust,cargo+rust-2021,Wave 2 (Services/Agents),systemd-user/ophi-policyhub.service,coding_plan_v1.csv,,,,,,,,,,,,,
S857,P15 — Permissions/Quotas,systemd-user/ophiqosd.service,Platform,Unit,P15,,Rust,rust,cargo+rust-2021,Wave 2 (Services/Agents),systemd-user/ophiqosd.service,coding_plan_v1.csv,,,,,,,,,,,,,
S858,P16 — i18n/a11y,crates/l10nfmt/src/lib.rs,UX,Formatter,P16,,Rust,rust,cargo+rust-2021,Wave 2 (Services/Agents),crates/l10nfmt/src,coding_plan_v1.csv,,,,,,,,,,,,,
S859,P16 — i18n/a11y,services/ophi-l10n/src/main.rs,UX,L10n service,P16,,Rust,rust,cargo+rust-2021,Wave 2 (Services/Agents),services/ophi-l10n/src,coding_plan_v1.csv,,,,,,,,,,,,,
S860,P16 — i18n/a11y,tools/l10n-compile/src/main.rs,UX,Compiler,P16,,Rust,rust,cargo+rust-2021,Wave 0 (Toolchain),tools/l10n-compile/src,coding_plan_v1.csv,,,,,,,,,,,,,
S861,P16 — i18n/a11y,tools/i18n-extract/src/main.rs,UX,Extractor,P16,,Rust,rust,cargo+rust-2021,Wave 2 (Services/Agents),tools/i18n-extract/src,coding_plan_v1.csv,,,,,,,,,,,,,
S862,P16 — i18n/a11y,tools/a11y-contrast/src/main.rs,UX,Contrast,P16,,Rust,rust,cargo+rust-2021,Wave 2 (Services/Agents),tools/a11y-contrast/src,coding_plan_v1.csv,,,,,,,,,,,,,
S863,P16 — i18n/a11y,themes/tokens.light.json,UX,Theme,P16,,Rust,rust,cargo+rust-2021,Wave 2 (Services/Agents),themes,coding_plan_v1.csv,,,,,,,,,,,,,
S864,P16 — i18n/a11y,themes/tokens.dark.json,UX,Theme,P16,,Rust,rust,cargo+rust-2021,Wave 2 (Services/Agents),themes,coding_plan_v1.csv,,,,,,,,,,,,,
S865,P16 — i18n/a11y,themes/tokens.high-contrast.json,UX,Theme,P16,,Rust,rust,cargo+rust-2021,Wave 2 (Services/Agents),themes,coding_plan_v1.csv,,,,,,,,,,,,,
S866,P16 — i18n/a11y,locales/aura/en-US.toml,UX,Locale,P16,,Rust,rust,cargo+rust-2021,Wave 2 (Services/Agents),locales/aura,coding_plan_v1.csv,,,,,,,,,,,,,
S867,P16 — i18n/a11y,locales/aura/es-ES.toml,UX,Locale,P16,,Rust,rust,cargo+rust-2021,Wave 2 (Services/Agents),locales/aura,coding_plan_v1.csv,,,,,,,,,,,,,
S868,P16 — i18n/a11y,locales/aura/ja-JP.toml,UX,Locale,P16,,Rust,rust,cargo+rust-2021,Wave 2 (Services/Agents),locales/aura,coding_plan_v1.csv,,,,,,,,,,,,,
S869,P16 — i18n/a11y,systemd-user/ophi-l10n.service,UX,Unit,P16,,Rust,rust,cargo+rust-2021,Wave 2 (Services/Agents),systemd-user/ophi-l10n.service,coding_plan_v1.csv,,,,,,,,,,,,,
S870,P17 — Voice/Natural Input,crates/vadlite/src/lib.rs,UX,VAD,P17,,Rust,rust,cargo+rust-2021,Wave 2 (Services/Agents),crates/vadlite/src,coding_plan_v1.csv,,,,,,,,,,,,,
S871,P17 — Voice/Natural Input,crates/ophi_asr_ffi/src/lib.rs,UX,ASR FFI,P17,,Rust,rust,cargo+rust-2021,Wave 2 (Services/Agents),crates/ophi_asr_ffi/src,coding_plan_v1.csv,,,,,,,,,,,,,
S872,P17 — Voice/Natural Input,crates/ophi_tts_ffi/src/lib.rs,UX,TTS FFI,P17,,Rust,rust,cargo+rust-2021,Wave 2 (Services/Agents),crates/ophi_tts_ffi/src,coding_plan_v1.csv,,,,,,,,,,,,,
S873,P17 — Voice/Natural Input,services/ophi-voice/src/main.rs,UX,Voice service,P17,,Rust,rust,cargo+rust-2021,Wave 2 (Services/Agents),services/ophi-voice/src,coding_plan_v1.csv,,,,,,,,,,,,,
S874,P17 — Voice/Natural Input,tools/voicectl/src/main.rs,UX,Voice CLI,P17,,Rust,rust,cargo+rust-2021,Wave 2 (Services/Agents),tools/voicectl/src,coding_plan_v1.csv,,,,,,,,,,,,,
S875,P17 — Voice/Natural Input,config/voice.toml,UX,Config,P17,,Rust,rust,cargo+rust-2021,Wave 2 (Services/Agents),config,coding_plan_v1.csv,,,,,,,,,,,,,
S876,P17 — Voice/Natural Input,systemd-user/ophi-voice.service,UX,Unit,P17,,Rust,rust,cargo+rust-2021,Wave 2 (Services/Agents),systemd-user/ophi-voice.service,coding_plan_v1.csv,,,,,,,,,,,,,
S877,P18 — App Templates,packages/ui-core/src/theme.ts,UX,Theme,P18,,TS/HTML/CSS,typescript,typescript+vitest,Wave 1 (Core libs),packages/ui-core/src,coding_plan_v1.csv,,,,,,,,,,,,,
S878,P18 — App Templates,packages/ui-core/src/i18n.ts,UX,i18n,P18,,TS/HTML/CSS,typescript,typescript+vitest,Wave 1 (Core libs),packages/ui-core/src,coding_plan_v1.csv,,,,,,,,,,,,,
S879,P18 — App Templates,packages/ui-core/src/layout.ts,UX,Layout,P18,,TS/HTML/CSS,typescript,typescript+vitest,Wave 1 (Core libs),packages/ui-core/src,coding_plan_v1.csv,,,,,,,,,,,,,
S880,P18 — App Templates,packages/ui-core/src/components.ts,UX,UI,P18,,TS/HTML/CSS,typescript,typescript+vitest,Wave 1 (Core libs),packages/ui-core/src,coding_plan_v1.csv,,,,,,,,,,,,,
S881,P18 — App Templates,apps/dashboard/index.html,UX,App HTML,P18,,HTML,python,python+pytest,Wave 2 (Services/Agents),apps/dashboard,coding_plan_v1.csv,,,,,,,,,,,,,
S882,P18 — App Templates,apps/dashboard/main.ts,UX,App main,P18,,TS,typescript,typescript+vitest,Wave 2 (Services/Agents),apps/dashboard,coding_plan_v1.csv,,,,,,,,,,,,,
S883,P18 — App Templates,apps/editor/index.html,UX,App HTML,P18,,HTML,python,python+pytest,Wave 2 (Services/Agents),apps/editor,coding_plan_v1.csv,,,,,,,,,,,,,
S884,P18 — App Templates,apps/editor/main.ts,UX,App main,P18,,TS,typescript,typescript+vitest,Wave 2 (Services/Agents),apps/editor,coding_plan_v1.csv,,,,,,,,,,,,,
S885,P18 — App Templates,apps/kanban/index.html,UX,App HTML,P18,,HTML,python,python+pytest,Wave 2 (Services/Agents),apps/kanban,coding_plan_v1.csv,,,,,,,,,,,,,
S886,P18 — App Templates,apps/kanban/main.ts,UX,App main,P18,,TS,typescript,typescript+vitest,Wave 2 (Services/Agents),apps/kanban,coding_plan_v1.csv,,,,,,,,,,,,,
S887,P18 — App Templates,apps/chat/index.html,UX,App HTML,P18,,HTML,python,python+pytest,Wave 2 (Services/Agents),apps/chat,coding_plan_v1.csv,,,,,,,,,,,,,
S888,P18 — App Templates,apps/chat/main.ts,UX,App main,P18,,TS,typescript,typescript+vitest,Wave 2 (Services/Agents),apps/chat,coding_plan_v1.csv,,,,,,,,,,,,,
S889,P18 — App Templates,apps/overlay/index.html,UX,App HTML,P18,,HTML,python,python+pytest,Wave 2 (Services/Agents),apps/overlay,coding_plan_v1.csv,,,,,,,,,,,,,
S890,P18 — App Templates,apps/overlay/main.ts,UX,App main,P18,,TS,typescript,typescript+vitest,Wave 2 (Services/Agents),apps/overlay,coding_plan_v1.csv,,,,,,,,,,,,,
S891,P18 — App Templates,README.md,UX,Doc,P18,,md,python,python+pytest,Wave 2 (Services/Agents),stubs/items,coding_plan_v1.csv,,,,,,,,,,,,,
S892,P18 — App Templates,ACCEPTANCE.md,UX,Doc,P18,,md,python,python+pytest,Wave 2 (Services/Agents),stubs/items,coding_plan_v1.csv,,,,,,,,,,,,,
S893,P19 — WebHelm,services/webhelm_host/src/main.rs,UX,Native host,P19,,Rust,rust,cargo+rust-2021,Wave 2 (Services/Agents),services/webhelm_host/src,coding_plan_v1.csv,,,,,,,,,,,,,
S894,P19 — WebHelm,tools/webhelm-pack/src/main.rs,UX,Pack tool,P19,,Rust,rust,cargo+rust-2021,Wave 2 (Services/Agents),tools/webhelm-pack/src,coding_plan_v1.csv,,,,,,,,,,,,,
S895,P19 — WebHelm,extension/webhelm/manifest.json,UX,Extension manifest,P19,,JSON,python,python+pytest,Wave 2 (Services/Agents),extension/webhelm,coding_plan_v1.csv,,,,,,,,,,,,,
S896,P19 — WebHelm,extension/webhelm/background.js,UX,Background bridge,P19,,JS,python,python+pytest,Wave 2 (Services/Agents),extension/webhelm,coding_plan_v1.csv,,,,,,,,,,,,,
S897,P19 — WebHelm,extension/webhelm/content.js,UX,Content,P19,,JS,python,python+pytest,Wave 2 (Services/Agents),extension/webhelm,coding_plan_v1.csv,,,,,,,,,,,,,
S898,P19 — WebHelm,extension/webhelm/sidebar.html,UX,Sidebar UI,P19,,HTML,typescript,typescript+vitest,Wave 3 (UI & Docs),extension/webhelm,coding_plan_v1.csv,,,,,,,,,,,,,
S899,P19 — WebHelm,extension/webhelm/sidebar.js,UX,Sidebar logic,P19,,JS,python,python+pytest,Wave 2 (Services/Agents),extension/webhelm,coding_plan_v1.csv,,,,,,,,,,,,,
S900,P19 — WebHelm,extension/webhelm/popup.html,UX,Popup,P19,,HTML,python,python+pytest,Wave 2 (Services/Agents),extension/webhelm,coding_plan_v1.csv,,,,,,,,,,,,,
S901,P19 — WebHelm,extension/webhelm/popup.js,UX,Popup JS,P19,,JS,python,python+pytest,Wave 2 (Services/Agents),extension/webhelm,coding_plan_v1.csv,,,,,,,,,,,,,
